0.266179,0.275947,0.256411,0.251527,0.275947
0.261295,0.256411,0.261295,0.251527,0.266179
0.266179,0.266179,0.256411,0.256411,0.275947
0.261295,0.256411,0.256411,0.256411,0.271063
0.266179,0.256411,0.261295,0.261295,0.271063
0.266179,0.261295,0.271063,0.256411,0.275947
0.261295,0.261295,0.261295,0.261295,0.280831
0.261295,0.256411,0.256411,0.271063,0.295483
0.275947,0.256411,0.266179,0.275947,0.300367
0.261295,0.256411,0.261295,0.275947,0.300367
0.280831,0.256411,0.266179,0.285715,0.300367
0.266179,0.266179,0.280831,0.285715,0.315019
0.261295,0.266179,0.271063,0.295483,0.319903
0.266179,0.266179,0.275947,0.305251,0.329671
0.271063,0.266179,0.280831,0.310135,0.339439
0.271063,0.261295,0.285715,0.315019,0.339439
0.271063,0.275947,0.285715,0.319903,0.349207
0.266179,0.271063,0.295483,0.324787,0.358975
0.275947,0.285715,0.295483,0.334555,0.368743
0.275947,0.275947,0.300367,0.344323,0.373627
0.275947,0.271063,0.305251,0.349207,0.388279
0.280831,0.285715,0.324787,0.354091,0.393163
0.275947,0.280831,0.319903,0.363859,0.398047
0.275947,0.295483,0.315019,0.368743,0.412699
0.285715,0.285715,0.319903,0.378511,0.422467
0.285715,0.285715,0.329671,0.383395,0.432235
0.290599,0.300367,0.334555,0.393163,0.432235
0.285715,0.295483,0.339439,0.398047,0.446887
0.285715,0.300367,0.339439,0.402931,0.451771
0.290599,0.305251,0.349207,0.412699,0.461539
0.295483,0.300367,0.354091,0.422467,0.466423
0.295483,0.315019,0.354091,0.422467,0.471307
0.290599,0.319903,0.363859,0.432235,0.481075
0.300367,0.319903,0.373627,0.442003,0.481075
0.295483,0.315019,0.373627,0.446887,0.500611
0.310135,0.324787,0.378511,0.451771,0.500611
0.305251,0.324787,0.378511,0.461539,0.505495
0.305251,0.334555,0.388279,0.471307,0.515263
0.315019,0.334555,0.393163,0.476191,0.515263
0.305251,0.344323,0.398047,0.481075,0.529915
0.315019,0.344323,0.402931,0.485959,0.534799
0.315019,0.349207,0.402931,0.490843,0.539683
0.315019,0.344323,0.412699,0.490843,0.549451
0.315019,0.354091,0.412699,0.500611,0.559219
0.334555,0.358975,0.427351,0.510379,0.559219
0.329671,0.354091,0.432235,0.520147,0.564103
0.329671,0.354091,0.432235,0.520147,0.564103
0.329671,0.363859,0.432235,0.520147,0.578755
0.334555,0.368743,0.437119,0.529915,0.583639
0.339439,0.373627,0.446887,0.539683,0.588523
0.339439,0.373627,0.451771,0.539683,0.593407
0.344323,0.378511,0.451771,0.549451,0.603175
0.344323,0.383395,0.456655,0.554335,0.603175
0.354091,0.383395,0.471307,0.559219,0.612943
0.349207,0.398047,0.471307,0.564103,0.617827
0.354091,0.393163,0.471307,0.568987,0.627595
0.354091,0.393163,0.485959,0.578755,0.632479
0.358975,0.412699,0.481075,0.578755,0.632479
0.354091,0.407815,0.490843,0.583639,0.642247
0.354091,0.407815,0.490843,0.588523,0.647131
0.358975,0.407815,0.495727,0.598291,0.652015
0.358975,0.407815,0.500611,0.603175,0.656899
0.368743,0.412699,0.505495,0.608059,0.666667
0.368743,0.422467,0.510379,0.612943,0.666667
0.373627,0.427351,0.510379,0.617827,0.676435
0.373627,0.437119,0.520147,0.617827,0.681319
0.383395,0.427351,0.520147,0.632479,0.686203
0.378511,0.427351,0.525031,0.632479,0.691087
0.378511,0.437119,0.520147,0.637363,0.695971
0.383395,0.442003,0.529915,0.642247,0.705739
0.388279,0.432235,0.534799,0.647131,0.705739
0.383395,0.446887,0.539683,0.647131,0.710623
0.393163,0.456655,0.544567,0.656899,0.715507
0.393163,0.451771,0.549451,0.666667,0.720391
0.393163,0.456655,0.549451,0.666667,0.725275
0.398047,0.461539,0.554335,0.676435,0.730159
0.398047,0.466423,0.568987,0.676435,0.735043
0.407815,0.461539,0.568987,0.681319,0.739927
0.398047,0.471307,0.573871,0.686203,0.749695
0.412699,0.471307,0.573871,0.686203,0.759463
0.412699,0.471307,0.583639,0.695971,0.759463
0.412699,0.476191,0.583639,0.705739,0.759463
0.417583,0.481075,0.588523,0.710623,0.764347
0.417583,0.495727,0.588523,0.705739,0.774115
0.422467,0.485959,0.593407,0.715507,0.769231
0.422467,0.490843,0.598291,0.725275,0.778999
0.427351,0.495727,0.603175,0.725275,0.788767
0.432235,0.495727,0.603175,0.730159,0.788767
0.427351,0.505495,0.608059,0.730159,0.798535
0.432235,0.500611,0.612943,0.735043,0.803419
0.437119,0.505495,0.617827,0.735043,0.803419
0.437119,0.505495,0.622711,0.744811,0.813187
0.437119,0.510379,0.622711,0.754579,0.818071
0.442003,0.515263,0.627595,0.754579,0.818071
0.446887,0.510379,0.622711,0.759463,0.822955
0.446887,0.520147,0.637363,0.764347,0.832723
0.451771,0.525031,0.637363,0.769231,0.832723
0.446887,0.525031,0.642247,0.769231,0.837607
0.451771,0.529915,0.647131,0.774115,0.847375
0.451771,0.534799,0.642247,0.778999,0.847375
0.451771,0.534799,0.642247,0.783883,0.852259
0.456655,0.539683,0.656899,0.788767,0.857143
0.461539,0.539683,0.661783,0.793651,0.862027
0.461539,0.539683,0.661783,0.798535,0.866911
0.471307,0.544567,0.666667,0.803419,0.876679
0.466423,0.544567,0.671551,0.808303,0.876679
0.471307,0.564103,0.671551,0.808303,0.881563
0.471307,0.559219,0.671551,0.813187,0.886447
0.471307,0.564103,0.676435,0.818071,0.886447
0.471307,0.568987,0.681319,0.822955,0.891331
0.476191,0.564103,0.686203,0.827839,0.896215
0.481075,0.568987,0.686203,0.832723,0.901099
0.481075,0.578755,0.686203,0.837607,0.901099
0.481075,0.573871,0.695971,0.837607,0.905983
0.481075,0.573871,0.695971,0.842491,0.910867
0.485959,0.578755,0.705739,0.847375,0.915751
0.490843,0.573871,0.705739,0.847375,0.920635
0.495727,0.588523,0.705739,0.852259,0.925519
0.490843,0.583639,0.715507,0.852259,0.920635
0.495727,0.593407,0.715507,0.862027,0.935287
0.490843,0.593407,0.720391,0.862027,0.935287
0.500611,0.603175,0.720391,0.866911,0.940171
0.500611,0.593407,0.725275,0.871795,0.940171
