2.41,0.397150,0.009612,0.397691,	0.013883,	-0.067504
2.42,0.396700,0.010749,0.397749,	0.013289,	-0.045003
2.43,0.397375,0.015364,0.397727,	0.012636,	0.067504
2.44,0.397150,0.014425,0.397801,	0.012300,	-0.022501
2.45,0.396925,0.015769,0.397827,	0.011887,	-0.022501
2.46,0.397150,0.018727,0.397812,	0.011471,	0.022501
2.47,0.396925,0.019589,0.397829,	0.011209,	-0.022501
2.48,0.397375,0.022052,0.397807,	0.010927,	0.045003
2.49,0.396475,0.020841,0.397852,	0.010834,	-0.090006
2.50,0.397375,0.026496,0.397756,	0.010492,	0.090006
