sample_time,log_data
200,3.02895426104
210,3.02104908154
220,2.99695152996
230,2.98055772018
240,2.98055772018
250,2.9638906677
260,2.95545179905
270,2.92969930295
280,2.92969930295
290,2.92096562298
300,2.92096562298
310,2.92096562298
320,2.90326604588
330,2.8942973759
340,2.88524754038
350,2.88524754038
360,2.88524754038
370,2.87611505682
380,2.86689840171
390,2.8482062687
400,2.82915807373
410,2.80973998787
420,2.79988769143
430,2.79988769143
440,2.81949616282
450,2.80973998787
460,2.80973998787
470,2.80973998787
480,2.81949616282
490,2.79988769143
500,2.77988702472
510,2.76973465326
520,2.75947815309
530,2.73864406619
540,2.72806195686
550,2.73864406619
560,2.74911536605
570,2.74911536605
580,2.73864406619
590,2.73864406619
600,2.72806195686
610,2.72806195686
620,2.70655575164
630,2.70655575164
640,2.6956266811
650,2.6956266811
660,2.6956266811
670,2.68457684492
680,2.68457684492
690,2.67340354432
700,2.68457684492
710,2.68457684492
720,2.6956266811
730,2.6956266811
740,2.6956266811
750,2.68457684492
760,2.66210398906
770,2.62741843108
780,2.60360778238
790,2.61558397343
800,2.62741843108
810,2.61558397343
820,2.61558397343
830,2.61558397343
840,2.61558397343
850,2.60360778238
860,2.56679380926
870,2.56679380926
880,2.55421502705
890,2.56679380926
900,2.54147600128
910,2.54147600128
920,2.54147600128
930,2.54147600128
940,2.54147600128
950,2.54147600128
960,2.52857259644
970,2.50225528812
980,2.48883226779
990,2.50225528812
1000,2.50225528812
1010,2.48883226779
1020,2.4614332936
1030,2.44744705163
1040,2.43326241664
1050,2.44744705163
1060,2.44744705163
1070,2.44744705163
1080,2.43326241664
1090,2.41887367918
1100,2.43326241664
1110,2.44744705163
1120,2.44744705163
1130,2.43326241664
1140,2.40427487976
1150,2.37442191661
1160,2.38945979398
1170,2.38945979398
1180,2.40427487976
1190,2.37442191661
1200,2.37442191661
1210,2.35915444448
1220,2.32790190098
1230,2.31190155963
1240,2.27911173681
1250,2.27911173681
1260,2.27911173681
1270,2.29564103876
1280,2.27911173681
1290,2.26230461849
1300,2.24521018513
1310,2.24521018513
1320,2.22781844242
1330,2.21011886532
1340,2.21011886532
1350,2.19210035982
1360,2.21011886532
1370,2.21011886532
1380,2.22781844242
1390,2.21011886532
1400,2.17375122115
1410,2.13601483066
1420,2.13601876814
1430,2.13602270561
1440,2.1737625961
1450,2.1737625961
1460,2.1737625961
1470,2.13602270561
1480,2.11660485137
1490,2.11660485137
1500,2.09680246495
1510,2.09680246495
1520,2.11660485137
1530,2.13602270561
1540,2.13602270561
1550,2.11660485137
1560,2.09680246495
1570,2.07660000835
1580,2.09680246495
1590,2.09680246495
1600,2.09680246495
1610,2.0559809823
1620,2.0559809823
1630,2.0559809823
1640,2.0559809823
1650,2.0559809823
1660,2.03492784537
1670,2.03492784537
1680,1.99144331428
1690,1.99144331428
1700,1.96897076865
1710,1.99143876432
1720,1.96896146191
1730,1.9689568085
1740,1.92243679287
1750,1.92243679287
1760,1.89833924129
1770,1.89833924129
1780,1.8736466287
1790,1.84832882072
1800,1.89833924129
1810,1.8736466287
1820,1.89833924129
1830,1.84832882072
1840,1.89833924129
1850,1.8736466287
1860,1.89833924129
1870,1.89833924129
1880,1.84832882072
1890,1.79568508723
1900,1.74011523608
1910,1.79568508723
1920,1.79568508723
1930,1.82235333431
1940,1.82235333431
1950,1.82235333431
1960,1.82235333431
1970,1.76828611304
1980,1.79568508723
1990,1.74011523608
2000,1.76828611304
