8.120566206902657,34.824276941266916,0.03166845362558294
4,17,0.13869332383521346
4,18,0.13225101505246525
4,19,0.12645358275862836
4,20,0.12119826060578211
4,21,0.11646895724358189
4,22,0.11216230143812472
4,23,0.10822648253596856
4,24,0.10484806405604769
4,25,0.10192454953135383
4,26,0.09921465070385332
4,27,0.096701401136951
4,28,0.09435943425475718
4,29,0.09216656386132265
4,30,0.09010746786659536
4,31,0.08816830524094915
4,32,0.08644021386955432
4,33,0.0850056817010206
4,34,0.08385349968272222
4,35,0.08276877524264092
4,36,0.08175488996050297
4,37,0.08078845385190152
4,38,0.07986282204285672
4,39,0.07897271225848745
4,40,0.07811349636493613
4,41,0.07754473250733533
4,42,0.07715100477406431
4,43,0.0767766269357735
4,44,0.07641892297057214
4,45,0.07607559628076682
4,46,0.0757446639640325
4,47,0.0754244113808769
4,48,0.07549662954624756
4,49,0.07561752182128982
4,50,0.0757444532497835
4,51,0.07587651370716203
4,52,0.0760129433532272
4,53,0.0761531042185179
4,54,0.07646039489402169
4,55,0.0770270648770816
4,56,0.07759553612743017
4,57,nan
4,58,nan
4,59,nan
4,60,nan
4,61,nan
4,62,nan
4,63,nan
4,64,nan
4,65,nan
4,66,nan
4,67,nan
4,68,nan
5,17,0.131518579493062
5,18,0.12364583788259194
5,19,0.11658342555494239
5,20,0.11020620639111416
5,21,0.10439756952796618
5,22,0.09914304222772331
5,23,0.0943146564280849
5,24,0.08986682460514465
5,25,0.08607793365469928
5,26,0.08274289891111784
5,27,0.07974600587892407
5,28,0.07709518612749693
5,29,0.07460756607132979
5,30,0.07255328828534154
5,31,0.07094699393088512
5,32,0.06943603802312966
5,33,0.0680572727503709
5,34,0.06688193485531489
5,35,0.06575932718899208
5,36,0.06480603767778316
5,37,0.06423157718937723
5,38,0.0636758868413693
5,39,0.06315111010227552
5,40,0.06264406744562395
5,41,0.06213935094865053
5,42,0.061690392944788085
5,43,0.06162227521648158
5,44,0.061551596620774536
5,45,0.061480720333990074
5,46,0.061408046968536495
5,47,0.06133135862309038
5,48,0.0615099050954437
5,49,0.06185748483486817
5,50,0.06219924125989628
5,51,0.06253505446425922
5,52,0.06286488849479425
5,53,0.06325780301287391
5,54,0.06399876371048936
5,55,0.06473361185067729
5,56,0.06546252874668507
5,57,0.06618572937274884
5,58,0.06699433720528372
5,59,0.0681135911671868
5,60,0.06922785680001685
5,61,0.07033738097838756
5,62,0.07144244261340864
5,63,0.07254337466325002
5,64,nan
5,65,nan
5,66,nan
5,67,nan
5,68,nan
6,17,0.12731318920441123
